Date,Open,High,Low,Close,Adj Close,Volume
2021-09-10,6707.330078,6722.729980,6651.060059,6663.770020,6663.770020,70636600
2021-09-13,6688.770020,6722.000000,6670.850098,6676.930176,6676.930176,61573900
2021-09-14,6672.189941,6677.069824,6613.520020,6652.970215,6652.970215,63626300
2021-09-15,6654.830078,6659.270020,6577.020020,6583.620117,6583.620117,81904200
2021-09-16,6613.709961,6663.410156,6612.160156,6622.589844,6622.589844,79574500
2021-09-17,6679.450195,6697.080078,6551.620117,6570.189941,6570.189941,214025500
2021-09-20,6450.390137,6471.089844,6389.620117,6455.810059,6455.810059,120069400
2021-09-21,6513.750000,6570.129883,6513.750000,6552.729980,6552.729980,136740400
2021-09-22,6612.100098,6642.310059,6595.930176,6637.000000,6637.000000,91076800
2021-09-23,6691.080078,6718.799805,6667.359863,6701.979980,6701.979980,82926000
2021-09-24,6675.729980,6678.649902,6625.430176,6638.459961,6638.459961,70090500
2021-09-27,6683.850098,6688.759766,6647.080078,6650.910156,6650.910156,89455000
2021-09-28,6634.720215,6643.580078,6491.419922,6506.500000,6506.500000,117799600
2021-09-29,6549.410156,6590.810059,6538.109863,6560.799805,6560.799805,86064200
2021-09-30,6615.990234,6621.750000,6509.229980,6520.009766,6520.009766,112651000
2021-10-01,6421.100098,6535.459961,6412.700195,6517.689941,6517.689941,94022900
2021-10-04,6484.899902,6540.959961,6452.779785,6477.660156,6477.660156,73993600
2021-10-05,6481.720215,6577.290039,6481.720215,6576.279785,6576.279785,86146000
2021-10-06,6509.600098,6510.470215,6421.640137,6493.120117,6493.120117,98813600
2021-10-07,6563.240234,6616.529785,6545.740234,6600.189941,6600.189941,91000400
2021-10-08,6609.509766,6617.339844,6559.990234,6559.990234,6559.990234,70183900
2021-10-11,6546.069824,6574.220215,6522.549805,6570.540039,6570.540039,68968500
2021-10-12,6495.149902,6548.109863,6491.580078,6548.109863,6548.109863,69996000
2021-10-13,6539.609863,6606.359863,6510.270020,6597.379883,6597.379883,75938000
2021-10-14,6651.180176,6692.939941,6618.790039,6685.209961,6685.209961,71368900
2021-10-15,6714.259766,6746.810059,6703.259766,6727.520020,6727.520020,84105700
2021-10-18,6697.290039,6697.600098,6642.160156,6673.100098,6673.100098,64526000
2021-10-19,6690.950195,6692.140137,6650.839844,6669.850098,6669.850098,63597900
2021-10-20,6636.609863,6715.520020,6636.609863,6705.609863,6705.609863,65963400
2021-10-21,6673.140137,6699.209961,6658.950195,6686.169922,6686.169922,63926300
2021-10-22,6720.919922,6765.459961,6716.149902,6733.689941,6733.689941,65949700
2021-10-25,6752.979980,6752.979980,6707.319824,6712.870117,6712.870117,58586000
2021-10-26,6723.060059,6775.819824,6711.209961,6766.509766,6766.509766,79339600
2021-10-27,6755.629883,6771.189941,6731.859863,6753.520020,6753.520020,68739200
2021-10-28,6750.779785,6804.220215,6750.779785,6804.220215,6804.220215,75981000
2021-10-29,6778.790039,6830.339844,6748.529785,6830.339844,6830.339844,89550100
2021-11-01,6870.279785,6908.649902,6859.439941,6893.290039,6893.290039,67294100
2021-11-02,6883.060059,6933.350098,6879.689941,6927.029785,6927.029785,64187800
2021-11-03,6919.470215,6955.100098,6917.750000,6950.649902,6950.649902,65516400
2021-11-04,6977.620117,6993.009766,6962.009766,6987.790039,6987.790039,76559800
2021-11-05,6983.799805,7063.399902,6983.799805,7040.790039,7040.790039,79993700
2021-11-08,7041.600098,7067.100098,7037.669922,7047.479980,7047.479980,66513600
2021-11-09,7023.580078,7079.580078,7016.729980,7043.270020,7043.270020,71276900
2021-11-10,7046.169922,7053.270020,7014.939941,7045.160156,7045.160156,85630200
2021-11-11,7038.839844,7072.629883,7032.350098,7059.549805,7059.549805,74342900
2021-11-12,7062.540039,7097.459961,7056.930176,7091.399902,7091.399902,64249000
2021-11-15,7090.959961,7136.129883,7088.709961,7128.629883,7128.629883,64255100
2021-11-16,7146.370117,7164.270020,7136.299805,7152.600098,7152.600098,69021700
2021-11-17,7149.299805,7167.799805,7147.009766,7156.850098,7156.850098,68243500
2021-11-18,7155.049805,7181.549805,7136.859863,7141.979980,7141.979980,75845600
2021-11-19,7172.720215,7183.080078,7068.430176,7112.290039,7112.290039,117988000
2021-11-22,7130.240234,7143.600098,7087.669922,7105.000000,7105.000000,85214100
2021-11-23,7064.379883,7112.490234,7002.560059,7044.620117,7044.620117,73747800
2021-11-24,7052.180176,7089.109863,6983.979980,7042.229980,7042.229980,75264400
2021-11-25,7067.609863,7079.490234,7047.859863,7075.870117,7075.870117,57485800
2021-11-26,6814.899902,6861.149902,6725.080078,6739.729980,6739.729980,159605400
2021-11-29,6831.410156,6841.790039,6760.310059,6776.250000,6776.250000,108062500
2021-11-30,6679.029785,6780.879883,6655.859863,6721.160156,6721.160156,182689600
2021-12-01,6774.799805,6902.459961,6750.649902,6881.870117,6881.870117,101765800
2021-12-02,6794.770020,6850.370117,6762.740234,6795.750000,6795.750000,101894500
2021-12-03,6860.729980,6872.790039,6730.629883,6765.520020,6765.520020,83342600
2021-12-06,6810.930176,6888.069824,6776.169922,6865.779785,6865.779785,84991100
2021-12-07,6934.680176,7066.950195,6934.680176,7065.390137,7065.390137,96223300
2021-12-08,7064.120117,7104.060059,7014.569824,7014.569824,7014.569824,80200900
2021-12-09,7035.930176,7044.990234,6983.330078,7008.229980,7008.229980,64070600
2021-12-10,6960.390137,7025.879883,6960.390137,6991.680176,6991.680176,63499000
2021-12-13,7004.759766,7029.379883,6929.129883,6942.910156,6942.910156,75947300
2021-12-14,6978.770020,6993.299805,6891.339844,6895.310059,6895.310059,88567300
2021-12-15,6923.520020,6949.919922,6904.939941,6927.629883,6927.629883,74220800
2021-12-16,7054.919922,7054.919922,6987.950195,7005.069824,7005.069824,101536900
2021-12-17,6982.069824,7011.609863,6884.910156,6926.629883,6926.629883,148484800
2021-12-20,6783.830078,6872.750000,6747.689941,6870.100098,6870.100098,86311700
2021-12-21,6935.660156,6967.930176,6888.520020,6964.990234,6964.990234,75487700
2021-12-22,6982.529785,7051.669922,6963.709961,7051.669922,7051.669922,55611500
2021-12-23,7071.930176,7119.870117,7049.919922,7106.149902,7106.149902,54434100
2021-12-24,7091.600098,7116.879883,7086.580078,7086.580078,7086.580078,11954300
2021-12-27,7070.140137,7149.140137,7062.399902,7140.390137,7140.390137,34917800
2021-12-28,7141.850098,7187.759766,7141.669922,7181.109863,7181.109863,36149600
2021-12-29,7179.109863,7201.649902,7137.350098,7161.520020,7161.520020,37481200
2021-12-30,7167.529785,7189.839844,7156.790039,7173.229980,7173.229980,35427000
2021-12-31,7153.660156,7163.729980,7139.600098,7153.029785,7153.029785,18788700
2022-01-03,7197.399902,7245.660156,7195.819824,7217.220215,7217.220215,54644700
2022-01-04,7273.569824,7332.209961,7250.240234,7317.410156,7317.410156,77540000
2022-01-05,7320.479980,7384.859863,7313.529785,7376.370117,7376.370117,0
2022-01-06,7264.000000,7316.060059,7240.879883,7249.660156,7249.660156,89793800
2022-01-07,7250.790039,7269.649902,7178.180176,7219.479980,7219.479980,78597800
2022-01-10,7245.209961,7250.240234,7105.549805,7115.770020,7115.770020,80610700
2022-01-11,7185.209961,7227.709961,7160.439941,7183.379883,7183.379883,71633500
2022-01-12,7235.470215,7249.879883,7183.379883,7237.189941,7237.189941,85271800
2022-01-13,7215.479980,7227.350098,7166.939941,7201.140137,7201.140137,81834900
2022-01-14,7132.589844,7171.399902,7119.009766,7143.000000,7143.000000,79772300
2022-01-17,7167.529785,7213.700195,7148.979980,7201.640137,7201.640137,53465300
2022-01-18,7172.430176,7175.459961,7098.189941,7133.830078,7133.830078,78561500
2022-01-19,7104.109863,7211.240234,7104.109863,7172.979980,7172.979980,84173800
2022-01-20,7190.020020,7199.970215,7123.620117,7194.160156,7194.160156,76932800
2022-01-21,7088.439941,7122.060059,7013.490234,7068.589844,7068.589844,110697300
2022-01-24,7014.839844,7070.919922,6754.240234,6787.790039,6787.790039,0
2022-01-25,6870.270020,6890.540039,6776.799805,6837.959961,6837.959961,98212900
2022-01-26,6901.740234,7024.140137,6901.740234,6981.959961,6981.959961,0
2022-01-27,6879.640137,7053.450195,6873.600098,7023.799805,7023.799805,100076500
2022-01-28,7043.430176,7053.000000,6846.220215,6965.879883,6965.879883,106663500
2022-01-31,7039.709961,7043.220215,6937.100098,6999.200195,6999.200195,90912900
2022-02-01,7052.299805,7105.229980,7035.910156,7099.490234,7099.490234,81607500
2022-02-02,7117.450195,7150.540039,7109.299805,7115.270020,7115.270020,0
2022-02-03,7115.299805,7125.580078,6995.410156,7005.629883,7005.629883,88710000
2022-02-04,7049.799805,7066.439941,6914.770020,6951.379883,6951.379883,0
2022-02-07,6987.169922,7025.589844,6929.709961,7009.250000,7009.250000,72651700
2022-02-08,7008.200195,7085.640137,6994.149902,7028.410156,7028.410156,95664200
2022-02-09,7086.339844,7146.310059,7086.339844,7130.879883,7130.879883,86888200
2022-02-10,7141.689941,7169.629883,7051.600098,7101.549805,7101.549805,86508200
2022-02-11,7025.500000,7071.009766,6992.089844,7011.600098,7011.600098,82859100
2022-02-14,6868.069824,6875.310059,6757.330078,6852.200195,6852.200195,117972900
2022-02-15,6830.740234,6983.140137,6823.450195,6979.970215,6979.970215,92474100
2022-02-16,7009.689941,7031.930176,6931.089844,6964.979980,6964.979980,74789000
2022-02-17,6999.129883,7017.069824,6905.689941,6946.819824,6946.819824,90183200
2022-02-18,6951.830078,6995.620117,6895.089844,6929.629883,6929.629883,87348900
2022-02-21,6984.310059,6986.830078,6744.129883,6788.339844,6788.339844,0
2022-02-22,6633.740234,6834.770020,6633.740234,6787.600098,6787.600098,101457400
2022-02-23,6801.660156,6904.810059,6768.379883,6780.669922,6780.669922,86393600
2022-02-24,6496.250000,6617.089844,6432.890137,6521.049805,6521.049805,207949400
2022-02-25,6571.950195,6762.779785,6521.560059,6752.430176,6752.430176,152427400
2022-02-28,6620.479980,6684.540039,6516.160156,6658.830078,6658.830078,171929700
2022-03-01,6646.160156,6662.250000,6396.490234,6396.490234,6396.490234,171611200
2022-03-02,6359.979980,6544.149902,6312.299805,6498.020020,6498.020020,169994900
2022-03-03,6488.250000,6543.770020,6361.600098,6378.370117,6378.370117,132457000
2022-03-04,6308.339844,6321.089844,6061.660156,6061.660156,6061.660156,180586100
2022-03-07,5887.830078,6115.229980,5756.379883,5982.270020,5982.270020,243010200
2022-03-08,5906.620117,6169.600098,5903.100098,5962.959961,5962.959961,168209400
2022-03-09,6131.279785,6387.830078,6122.799805,6387.830078,6387.830078,189777300
2022-03-10,6376.569824,6380.770020,6166.109863,6207.200195,6207.200195,148747200
2022-03-11,6233.120117,6466.120117,6165.410156,6260.250000,6260.250000,136389500
2022-03-14,6298.959961,6421.080078,6271.819824,6369.939941,6369.939941,113227400
2022-03-15,6294.720215,6383.750000,6206.049805,6355.000000,6355.000000,102702800
2022-03-16,6484.330078,6680.000000,6481.700195,6588.640137,6588.640137,145251100
2022-03-17,6617.229980,6635.310059,6530.790039,6612.520020,6612.520020,100583800
2022-03-18,6613.950195,6620.240234,6499.589844,6620.240234,6620.240234,191790200
2022-03-21,6608.790039,6642.459961,6574.069824,6582.330078,6582.330078,78342900
2022-03-22,6586.649902,6666.839844,6578.910156,6659.410156,6659.410156,79017900
2022-03-23,6674.680176,6684.700195,6559.310059,6581.430176,6581.430176,76824400
2022-03-24,6593.149902,6636.580078,6541.319824,6555.770020,6555.770020,82199900
2022-03-25,6569.450195,6615.899902,6538.799805,6553.680176,6553.680176,73936900
2022-03-28,6578.720215,6683.700195,6572.009766,6589.109863,6589.109863,78385700
2022-03-29,6675.149902,6829.399902,6658.779785,6792.160156,6792.160156,110146300
2022-03-30,6771.089844,6771.089844,6705.689941,6741.589844,6741.589844,80090300
2022-03-31,6759.419922,6776.129883,6658.740234,6659.870117,6659.870117,81436400
2022-04-01,6672.979980,6708.560059,6635.270020,6684.310059,6684.310059,65149500
2022-04-04,6709.600098,6745.220215,6641.609863,6731.370117,6731.370117,65186300
2022-04-05,6731.339844,6743.620117,6603.439941,6645.509766,6645.509766,103817600
2022-04-06,6634.830078,6643.750000,6442.439941,6498.830078,6498.830078,104806100
2022-04-07,6530.819824,6582.339844,6451.100098,6461.680176,6461.680176,94476400
2022-04-08,6540.200195,6581.560059,6494.629883,6548.220215,6548.220215,91669300
2022-04-11,6558.529785,6614.959961,6502.140137,6555.810059,6555.810059,87321100
2022-04-12,6454.250000,6570.750000,6424.970215,6537.410156,6537.410156,84720600
2022-04-13,6519.160156,6563.959961,6478.450195,6542.140137,6542.140137,72469400
2022-04-14,6557.660156,6607.549805,6541.899902,6589.350098,6589.350098,79048700
2022-04-19,6545.970215,6566.799805,6494.330078,6534.790039,6534.790039,0
2022-04-20,6557.959961,6636.549805,6542.209961,6624.910156,6624.910156,87010800
2022-04-21,6642.709961,6757.750000,6636.790039,6715.100098,6715.100098,88762200
2022-04-22,6618.689941,6654.640137,6572.870117,6581.419922,6581.419922,83469100
2022-04-25,6450.899902,6512.259766,6408.709961,6449.379883,6449.379883,94933200
2022-04-26,6520.009766,6535.919922,6412.490234,6414.569824,6414.569824,95230800
2022-04-27,6427.399902,6474.959961,6338.609863,6445.259766,6445.259766,92040000
2022-04-28,6520.529785,6575.950195,6435.750000,6508.140137,6508.140137,76048900
2022-04-29,6557.660156,6601.149902,6514.100098,6533.770020,6533.770020,0
2022-05-02,6469.310059,6474.810059,6308.470215,6425.609863,6425.609863,87523700
2022-05-03,6463.729980,6507.129883,6423.029785,6476.180176,6476.180176,83360000
2022-05-04,6482.259766,6494.990234,6395.680176,6395.680176,6395.680176,72296900
2022-05-05,6549.490234,6558.910156,6350.660156,6368.399902,6368.399902,96424000
2022-05-06,6318.660156,6322.430176,6213.640137,6258.359863,6258.359863,0
2022-05-09,6207.149902,6260.850098,6086.020020,6086.020020,6086.020020,91595000
2022-05-10,6151.520020,6206.560059,6116.910156,6116.910156,6116.910156,90242000
2022-05-11,6173.100098,6269.729980,6137.240234,6269.729980,6269.729980,106223700
2022-05-12,6130.689941,6238.250000,6098.220215,6206.259766,6206.259766,105839000
2022-05-13,6250.160156,6363.240234,6238.790039,6362.680176,6362.680176,85955800
2022-05-16,6315.680176,6369.049805,6286.020020,6347.770020,6347.770020,75092100
2022-05-17,6379.339844,6448.330078,6373.729980,6430.189941,6430.189941,86952900
2022-05-18,6440.299805,6455.799805,6342.669922,6352.939941,6352.939941,80314700
2022-05-19,6279.689941,6288.990234,6196.189941,6272.709961,6272.709961,0
