Date,ticker_P,le cours d'ouverture_P,le plus haut_P,le plus bas_P,le cours de clôture_P,le volume de titres échangés_P,Gtrends_P,nom_P,ISIN_P,ISIN_G,nom_G,Gtrends_G,le volume de titres échangés_G,le cours de clôture_G,le plus haut_G,le plus bas_G,le cours d'ouverture_G,ticker_G
2017-08-31,SAF,81.6,82.19,81.52,81.59,905650,75.17974882260596,Safran,FR0000073272,FR0003500008,CAC 40,32.77183427348765,4076726,5085.59,5104.78,5068.44,5083.12,PX1
2017-09-01,OR,177.75,178.75,177.45,177.95,495002,89.6041697691735,L'oreal,FR0000120321,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,CA,17.0,17.05,16.52,16.635,8462677,61.24999999999999,Carrefour,FR0000120172,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,FR,56.45,57.25,56.4,56.98,1008818,70.21671826625386,Valeo,FR0013176526,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,DG,77.7,78.77,77.7,78.36,1194136,84.50909090909092,Vinci,FR0000125486,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,LR,58.9,59.1,58.52,58.54,696653,42.630164260826284,Legrand SA,FR0010307819,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,FP,43.5,43.955,43.46,43.805,4781396,93.5565159574468,Total,FR0000120271,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,AI,93.8636,94.2727,93.5455,93.5909,551818,59.10810810810811,Air Liquide,FR0000120073,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,UG,17.86,18.3,17.84,18.185,2927814,76.51336050724638,Peugeot,FR0000121501,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,SAF,82.65,82.95,82.07,82.24,743594,73.06200941915228,Safran,FR0000073272,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,FTI,21.7,22.11,21.68,22.065,1252584,41.37931034482759,TechnipFMC,GB00BDSFG982,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,MC,221.95,223.4,221.25,221.75,468524,18.437944664031622,Lvmh,FR0000121014,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,ENGI,14.045,14.145,14.02,14.1,4257387,82.52132352941176,Engie,FR0010208488,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,SAN,81.99,83.35,81.99,82.71,2045031,73.06539991162174,Sanofi,FR0000120578,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,ATO,129.6,130.85,129.45,129.75,215204,80.60906328444973,Atos,FR0000051732,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,RMS,446.5,449.45,444.9,447.9,46324,79.82345679012346,Hermes,FR0000052292,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,AIR,72.08,72.8,71.24,71.3,1721058,78.73754152823919,Airbus,NL0000235190,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,RNO,74.61,75.29,74.12,74.64,1007712,86.63368421052633,Renault,FR0000131906,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,BNP,64.48,64.65,63.84,64.35,2106272,51.418855091630455,Bnp Paribas,FR0000131104,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,URW,214.45,214.85,210.15,211.05,252836,43.450767841011746,Unibail - Wfd Unibai,FR0013326246,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,STM,14.69,14.865,14.675,14.735,1781267,103.75844594594595,Stmicroelectronics,NL0000226223,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,MT,22.71,23.055,22.665,23.0,6745269,23.881168831168832,Arcelor Mittal,LU1598757687,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,AC,39.0,39.2,38.805,39.065,791963,26.256866303690256,Accor Hotels,FR0000120404,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,ACA,14.9,14.965,14.8,14.885,4324889,95.71917808219179,Credit Agricole,FR0000045072,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,PUB,56.75,56.97,56.23,56.24,686599,43.05626598465473,Publicis Groupe,FR0000130577,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,SW,98.26,99.89,98.26,98.82,319430,65.49783549783551,Sodexo,FR0000121220,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,CAP,93.01,94.05,93.01,93.45,303527,73.60937249237682,CapGemini,FR0000125338,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,KER,294.7599,297.9668,294.7134,297.2697,186214,39.306666666666665,Kering,FR0000121485,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,EN,38.2,39.0,38.155,38.82,1074642,117.554813416582,Bouygues,FR0000120503,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,CS,24.415,24.6,24.335,24.495,3609451,79.9659574468085,Axa,FR0000120628,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,SGO,46.28,47.01,46.27,46.675,1510055,62.5,Saint Gobain,FR0000125007,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,VIV,20.6,20.7,20.02,20.28,8559474,56.92722371967655,Vivendi,FR0000127771,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,EL,106.5,107.65,106.1,106.5,475896,52.81917211328976,EssilorLuxottica,FR0000121667,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,ML,114.6,116.2,114.35,115.55,300542,100.39024390243902,Michelin,FR0000121261,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,VIE,19.73,19.88,19.72,19.76,1690255,76.35507783543366,Veolia Environ.,FR0000124141,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,GLE,47.27,47.64,47.01,47.39,2311519,93.35616438356165,Societe Generale,FR0000130809,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,SU,67.96,68.77,67.89,68.56,1120591,62.39361702127659,Schneider Electric,FR0000121972,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,RI,113.6,114.05,112.9,113.3,637490,44.20289855072463,Pernod Ricard,FR0000120693,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,BN,66.0,66.64,65.78,65.82,1445088,81.49623464130005,Danone,FR0000120644,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,ORA,14.275,14.345,14.22,14.255,4868694,95.46786786786785,Orange,FR0000133308,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-01,DSY,82.78,84.04,82.65,83.86,241787,39.56319369853205,Dassault Systemes,FR0000130650,FR0003500008,CAC 40,38.23380665240226,2937298,5123.26,5138.42,5115.95,5117.19,PX1
2017-09-04,SGO,46.315,46.65,46.29,46.53,821406,82.17592592592592,Saint Gobain,FR0000125007,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,KER,295.5965,297.0838,294.3416,295.7824,116427,46.346666666666664,Kering,FR0000121485,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,BN,65.34,65.91,65.34,65.52,639246,95.30915576694412,Danone,FR0000120644,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,ENGI,14.02,14.11,13.965,14.05,2446664,93.94735294117646,Engie,FR0010208488,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,ML,114.4,116.15,114.4,115.8,238405,102.67184035476718,Michelin,FR0000121261,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,ATO,128.95,128.95,127.6,127.95,127899,90.41286827850443,Atos,FR0000051732,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,FTI,21.875,22.0,21.68,21.95,1078608,70.6896551724138,TechnipFMC,GB00BDSFG982,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,VIV,20.065,20.235,20.03,20.1,2250835,52.657681940700805,Vivendi,FR0000127771,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,SAN,82.16,82.4,82.0,82.05,934647,69.88864339372515,Sanofi,FR0000120578,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,AC,38.82,39.29,38.79,39.225,542944,46.10961887477313,Accor Hotels,FR0000120404,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,FP,43.465,43.995,43.46,43.72,2721666,93.5565159574468,Total,FR0000120271,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,FR,56.92,57.7,56.87,57.25,770928,81.36222910216718,Valeo,FR0013176526,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,RNO,74.34,75.48,74.23,74.96,730259,94.60000000000001,Renault,FR0000131906,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,RI,113.05,113.7,112.95,113.2,323129,32.41545893719807,Pernod Ricard,FR0000120693,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,SW,98.62,101.6,98.52,101.5,425476,47.83549783549784,Sodexo,FR0000121220,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,BNP,63.81,64.14,63.72,63.88,1499093,59.58057812204799,Bnp Paribas,FR0000131104,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,CA,16.7,16.815,16.51,16.53,4939240,63.8563829787234,Carrefour,FR0000120172,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,EL,106.1,106.25,105.5,105.6,236948,56.66056644880174,EssilorLuxottica,FR0000121667,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,ORA,14.185,14.275,14.165,14.235,3172377,100.83123123123121,Orange,FR0000133308,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,VIE,19.62,19.7,19.52,19.63,1079320,77.40103780578207,Veolia Environ.,FR0000124141,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,CAP,93.0,93.13,92.47,92.75,221935,94.17669715936447,CapGemini,FR0000125338,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,PUB,56.21,56.56,55.94,56.38,407167,69.82097186700767,Publicis Groupe,FR0000130577,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,URW,209.95,212.1,209.8,210.95,99534,38.43721770551039,Unibail - Wfd Unibai,FR0013326246,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,GLE,46.915,47.115,46.775,46.86,1619982,93.35616438356165,Societe Generale,FR0000130809,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,EN,38.4,38.545,38.245,38.51,585465,133.58501524611592,Bouygues,FR0000120503,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,AIR,70.7,71.36,70.57,71.09,532563,84.64285714285714,Airbus,NL0000235190,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,UG,18.01,18.295,18.01,18.125,1261127,81.55819746376812,Peugeot,FR0000121501,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,CS,24.355,24.535,24.35,24.35,3711698,95.76170212765956,Axa,FR0000120628,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,OR,176.9,177.85,176.55,177.3,317800,88.57423678332093,L'oreal,FR0000120321,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,RMS,445.65,449.45,444.85,447.45,49821,81.77037037037037,Hermes,FR0000052292,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,MT,22.76,22.975,22.69,22.8,3359386,18.982467532467535,Arcelor Mittal,LU1598757687,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,ACA,14.73,14.875,14.695,14.84,2426786,94.4920091324201,Credit Agricole,FR0000045072,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,SU,67.95,69.32,67.83,68.89,951586,86.86170212765957,Schneider Electric,FR0000121972,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,LR,58.16,58.53,58.12,58.53,537323,55.90841214534595,Legrand SA,FR0010307819,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,STM,14.58,15.015,14.545,14.915,1532237,106.0641891891892,Stmicroelectronics,NL0000226223,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,MC,220.1,221.45,219.6,220.95,272294,18.81422924901186,Lvmh,FR0000121014,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,DSY,82.81,83.69,82.8,83.2,257760,36.398138202649484,Dassault Systemes,FR0000130650,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,DG,77.75,78.7,77.65,78.65,943753,92.55757575757576,Vinci,FR0000125486,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,SAF,82.14,82.17,81.57,81.63,503548,60.355572998430134,Safran,FR0000073272,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-04,AI,93.2273,93.6818,93.1364,93.3636,330114,48.16216216216217,Air Liquide,FR0000120073,FR0003500008,CAC 40,33.98560591324645,1742250,5103.97,5114.7,5088.28,5088.28,PX1
2017-09-05,RMS,446.4,448.5,443.0,443.0,59536,82.74382716049382,Hermes,FR0000052292,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,CS,24.355,24.385,23.95,24.075,5930851,96.74893617021276,Axa,FR0000120628,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,AC,39.335,40.05,39.22,39.78,1129340,58.27743496672715,Accor Hotels,FR0000120404,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,FP,43.735,44.115,43.6,43.89,4788103,92.50531914893617,Total,FR0000120271,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,MC,220.05,220.05,217.55,217.8,585123,19.943083003952573,Lvmh,FR0000121014,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,VIV,20.095,20.29,19.985,20.155,3095238,36.291105121293796,Vivendi,FR0000127771,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,SAF,81.79,81.94,81.25,81.58,667113,78.35635792778649,Safran,FR0000073272,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,URW,211.05,212.0,207.95,208.4,289612,43.450767841011746,Unibail - Wfd Unibai,FR0013326246,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,OR,177.45,178.55,176.35,176.85,466392,87.54430379746836,L'oreal,FR0000120321,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,GLE,46.995,47.165,46.185,46.27,2679519,105.15981735159818,Societe Generale,FR0000130809,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,SW,101.6,101.6,99.66,99.9,312988,46.36363636363637,Sodexo,FR0000121220,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,EN,39.0,39.105,38.73,38.73,1145194,128.24161463627127,Bouygues,FR0000120503,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,FR,57.22,58.19,57.11,57.49,643305,96.96594427244582,Valeo,FR0013176526,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,MT,22.85,22.98,22.48,22.51,5043638,18.982467532467535,Arcelor Mittal,LU1598757687,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,UG,18.125,18.455,18.125,18.23,2146441,79.03577898550725,Peugeot,FR0000121501,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,DSY,83.32,84.23,83.32,83.87,202805,38.771929824561404,Dassault Systemes,FR0000130650,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,SAN,82.02,82.58,81.65,81.94,1359820,92.12593901900132,Sanofi,FR0000120578,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,ACA,14.865,14.97,14.52,14.58,5035377,106.76369863013699,Credit Agricole,FR0000045072,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,DG,78.7,79.15,78.44,78.5,990276,84.50909090909092,Vinci,FR0000125486,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,FTI,21.875,22.425,21.875,22.3,1751569,105.17241379310344,TechnipFMC,GB00BDSFG982,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,RNO,75.15,76.12,74.85,74.9,789323,90.61684210526317,Renault,FR0000131906,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,KER,297.2232,297.2232,294.0627,294.3416,135729,48.693333333333335,Kering,FR0000121485,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,PUB,56.49,57.79,56.31,56.89,775199,86.11253196930946,Publicis Groupe,FR0000130577,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,ML,115.75,117.35,115.75,116.9,375425,95.8270509977827,Michelin,FR0000121261,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,AI,93.4546,93.7727,92.9545,93.0455,547423,75.52702702702703,Air Liquide,FR0000120073,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,LR,58.44,58.92,58.22,58.26,696416,54.5107018417123,Legrand SA,FR0010307819,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,ENGI,14.045,14.11,13.94,13.975,4270795,104.10382352941176,Engie,FR0010208488,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,CAP,92.63,93.6,92.63,92.78,340370,88.76424329963088,CapGemini,FR0000125338,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,BNP,64.09,64.23,62.53,62.68,2715400,60.39675042508974,Bnp Paribas,FR0000131104,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,AIR,71.18,71.65,70.97,71.24,845190,84.64285714285714,Airbus,NL0000235190,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,SGO,46.54,46.905,46.395,46.575,992377,91.43518518518519,Saint Gobain,FR0000125007,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,SU,69.2,69.8,68.77,69.07,1383139,122.34042553191489,Schneider Electric,FR0000121972,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,STM,14.945,15.17,14.855,15.015,1917268,80.70101351351352,Stmicroelectronics,NL0000226223,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,ATO,128.0,128.6,127.45,127.7,177864,96.9487382745409,Atos,FR0000051732,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,BN,65.75,66.36,65.74,66.12,1270318,92.54657154181531,Danone,FR0000120644,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,EL,105.6,106.25,105.2,105.25,257652,58.581263616557735,EssilorLuxottica,FR0000121667,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,ORA,14.05,14.14,13.9,13.95,9666947,97.6132132132132,Orange,FR0000133308,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,CA,16.51,16.68,16.305,16.59,6110328,61.24999999999999,Carrefour,FR0000120172,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,VIE,19.6,19.8,19.57,19.705,1615883,81.58487768717569,Veolia Environ.,FR0000124141,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-05,RI,113.35,114.8,113.25,114.2,444313,48.13204508856683,Pernod Ricard,FR0000120693,FR0003500008,CAC 40,34.592491733125854,2721327,5086.56,5125.8,5081.08,5107.19,PX1
2017-09-06,RNO,75.21,77.78,74.98,77.15,1590254,91.61263157894739,Renault,FR0000131906,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,GLE,46.03,46.405,45.815,46.18,2581241,96.57534246575342,Societe Generale,FR0000130809,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,ENGI,13.81,14.475,13.78,14.41,15597997,105.37338235294118,Engie,FR0010208488,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,MT,22.35,22.67,22.275,22.455,4275901,24.493506493506494,Arcelor Mittal,LU1598757687,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,ORA,13.9,13.965,13.81,13.89,4321721,96.54054054054053,Orange,FR0000133308,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,PUB,56.67,56.72,55.69,56.6,858972,59.347826086956516,Publicis Groupe,FR0000130577,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,AI,92.7727,94.0909,92.5455,93.6364,546484,59.10810810810811,Air Liquide,FR0000120073,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,RMS,442.15,445.2,440.55,442.65,42854,82.74382716049382,Hermes,FR0000052292,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,LR,58.17,58.44,57.75,58.21,688101,49.61871577899453,Legrand SA,FR0010307819,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,SW,99.61,99.85,98.36,99.17,469116,42.683982683982684,Sodexo,FR0000121220,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,MC,216.25,219.2,215.8,217.9,426458,29.72648221343874,Lvmh,FR0000121014,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,URW,208.5,210.45,207.6,210.0,254302,83.55916892502259,Unibail - Wfd Unibai,FR0013326246,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,VIV,20.08,20.21,20.015,20.115,2181925,39.13746630727763,Vivendi,FR0000127771,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,STM,14.935,15.1,14.755,15.08,2051392,103.75844594594595,Stmicroelectronics,NL0000226223,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,CS,23.95,24.095,23.83,23.96,6097847,92.79999999999998,Axa,FR0000120628,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
2017-09-06,DSY,83.33,84.15,83.3,83.34,255730,41.145721446473324,Dassault Systemes,FR0000130650,FR0003500008,CAC 40,34.592491733125854,2897711,5101.41,5114.29,5050.09,5054.32,PX1
