Date,Open,High,Low,Close,Adj Close,Volume
2021-06-01,6470.419922,6687.290039,6464.709961,6507.830078,6507.830078,1498795900
2021-07-01,6549.819824,6671.120117,6253.250000,6612.759766,6612.759766,1235050200
2021-08-01,6657.950195,6913.669922,6560.740234,6680.180176,6680.180176,1307673500
2021-09-01,6736.439941,6784.660156,6389.620117,6520.009766,6520.009766,1895499000
2021-10-01,6421.100098,6830.339844,6412.700195,6830.339844,6830.339844,1580696700
2021-11-01,6870.279785,7183.080078,6655.859863,6721.160156,6721.160156,1852987900
2021-12-01,6774.799805,7201.649902,6730.629883,7153.029785,7153.029785,1611308500
2022-01-01,7197.399902,7384.859863,6754.240234,6999.200195,6999.200195,1499396000
2022-02-01,7052.299805,7169.629883,6432.890137,6658.830078,6658.830078,1777814500
2022-03-01,6646.160156,6829.399902,5756.379883,6659.870117,6659.870117,2934718800
2022-04-01,6672.979980,6757.750000,6338.609863,6533.770020,6533.770020,1466160000
2022-05-01,6469.310059,6558.910156,6086.020020,6272.709961,6272.709961,1061819800
2022-05-19,6279.689941,6288.990234,6196.189941,6272.709961,6272.709961,0
